# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MGE1	YOR232W	YOR232W	protein_coding	0	1	2	34	0	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	0	1	15
MGM1	YOR211C	YOR211C	protein_coding	0	5	12	57	0	0	0	0	32	0	0	0	12	0	0	0	0	0	0	0	0	5	25
MGM101	YJR144W	YJR144W	protein_coding	0	3	5	86	0	0	0	0	55	0	0	0	5	0	0	0	0	0	0	0	0	3	31
MGR1	YCL044C	YCL044C	protein_coding	0	4	7	57	0	0	0	0	16	0	0	0	7	0	0	0	0	0	0	0	0	4	41
MGR2	YPL098C	YPL098C	protein_coding	1	1	4	67	0	0	0	0	32	0	0	0	4	0	0	0	0	0	1	0	0	1	35
MGR3	YMR115W	YMR115W	protein_coding	1	5	4	104	0	0	0	0	42	1	0	0	4	0	0	0	0	0	0	0	0	5	62
MGS1	YNL218W	YNL218W	protein_coding	0	2	3	53	0	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	0	2	27
MGT1	YDL200C	YDL200C	protein_coding	1	2	2	135	0	0	0	0	64	0	0	0	2	0	0	0	0	0	1	0	0	2	71
MHF1	YOL086W-A	YOL086W-A	protein_coding	0	0	2	112	0	0	0	0	57	0	0	0	2	0	0	0	0	0	0	0	0	0	55
MHF2	YDL160C-A	YDL160C-A	protein_coding	0	1	3	87	0	0	0	0	41	0	0	0	3	0	0	0	0	0	0	0	0	1	46
MHO1	YJR008W	YJR008W	protein_coding	0	4	8	93	0	0	0	0	45	0	0	0	8	0	0	0	0	0	0	0	0	4	48
MHP1	YJL042W	YJL042W	protein_coding	0	23	31	79	0	0	1	0	27	0	0	0	30	0	0	0	0	0	0	0	0	23	52
MHR1	YDR296W	YDR296W	protein_coding	0	4	6	110	0	0	0	0	57	0	0	0	6	0	0	0	0	0	0	0	0	4	53
MHT1	YLL062C	YLL062C	protein_coding	0	1	2	121	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	1	95
MIA40	YKL195W	YKL195W	protein_coding	0	3	4	86	0	0	0	0	51	0	0	0	4	0	0	0	0	0	0	0	0	3	35
MIC10	YCL057C-A	YCL057C-A	protein_coding	0	0	2	33	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	22
MIC12	YBR262C	YBR262C	protein_coding	0	0	4	58	0	0	0	0	26	0	0	0	4	0	0	0	0	0	0	0	0	0	32
MIC19	YFR011C	YFR011C	protein_coding	0	2	1	90	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	0	2	56
MIC26	YGR235C	YGR235C	protein_coding	0	2	2	86	0	0	0	0	50	0	0	0	2	0	0	0	0	0	0	0	0	2	36
MIC27	YNL100W	YNL100W	protein_coding	0	0	6	52	0	0	0	0	32	0	0	0	6	0	0	0	0	0	0	0	0	0	20
MIC60	YKR016W	YKR016W	protein_coding	1	4	2	50	0	0	0	0	27	0	0	0	2	0	0	0	0	1	0	0	0	4	23
MID1	YNL291C	YNL291C	protein_coding	0	0	0	72	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	55
MID2	YLR332W	YLR332W	protein_coding	0	7	5	137	0	0	0	0	84	0	0	0	5	0	0	0	0	0	0	0	0	7	53
MIF2	YKL089W	YKL089W	protein_coding	0	12	8	80	0	0	0	0	29	0	0	0	8	0	0	0	0	0	0	0	0	12	51
MIG1	YGL035C	YGL035C	protein_coding	0	2	10	70	0	0	0	0	40	0	0	0	10	0	0	0	0	0	0	0	0	2	30
MIG2	YGL209W	YGL209W	protein_coding	0	3	4	77	0	0	0	0	50	0	0	0	4	0	0	0	0	0	0	0	0	3	27
MIG3	YER028C	YER028C	protein_coding	1	7	17	87	0	0	0	0	55	1	0	0	17	0	0	0	0	0	0	0	0	7	32
MIH1	YMR036C	YMR036C	protein_coding	0	4	5	42	0	0	0	0	21	0	0	0	5	0	0	0	0	0	0	0	0	4	21
MIM1	YOL026C	YOL026C	protein_coding	0	4	2	54	0	0	0	0	33	0	0	0	2	0	0	0	0	0	0	0	0	4	21
MIM2	YLR099W-A	YLR099W-A	protein_coding	0	0	1	53	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	36
MIP1	YOR330C	YOR330C	protein_coding	0	6	11	50	0	0	0	0	24	0	0	0	11	0	0	0	0	0	0	0	0	6	26
MIP6	YHR015W	YHR015W	protein_coding	0	5	2	119	0	0	0	0	52	0	0	0	2	0	0	0	0	0	0	0	0	5	67
MIR1	YJR077C	YJR077C	protein_coding	0	3	2	94	0	0	0	0	46	0	0	0	2	0	0	0	0	0	0	0	0	3	48
MIS1	YBR084W	YBR084W	protein_coding	0	16	11	107	0	0	0	0	54	0	0	0	11	0	0	0	0	0	0	0	0	16	53
MIT1	YEL007W	YEL007W	protein_coding	0	2	6	44	0	0	0	0	17	0	0	0	6	0	0	0	0	0	0	0	0	2	27
MIX14	YDR031W	YDR031W	protein_coding	0	0	0	47	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	23
MIX17	YMR002W	YMR002W	protein_coding	0	1	3	95	0	0	0	0	62	0	0	0	3	0	0	0	0	0	0	0	0	1	33
MIX23	YBL107C	YBL107C	protein_coding	0	1	1	81	0	0	0	0	43	0	0	0	1	0	0	0	0	0	0	0	0	1	38
MKC7	YDR144C	YDR144C	protein_coding	1	7	16	92	0	0	0	0	43	0	0	0	16	0	0	0	0	0	1	0	0	7	49
MKK1	YOR231W	YOR231W	protein_coding	0	3	2	36	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	3	21
MKK2	YPL140C	YPL140C	protein_coding	1	3	5	54	0	0	0	0	31	1	0	0	5	0	0	0	0	0	0	0	0	3	23
MKS1	YNL076W	YNL076W	protein_coding	0	0	9	50	0	0	0	0	24	0	0	0	9	0	0	0	0	0	0	0	0	0	26
MKT1	YNL085W	YNL085W	protein_coding	0	4	11	47	0	0	0	0	21	0	0	0	11	0	0	0	0	0	0	0	0	4	26
MLC1	YGL106W	YGL106W	protein_coding	0	3	1	61	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	0	3	29
MLC2	YPR188C	YPR188C	protein_coding	0	1	2	37	0	0	0	0	23	0	0	0	2	0	0	0	0	0	0	0	0	1	14
MLF3	YNL074C	YNL074C	protein_coding	0	0	6	54	0	0	0	0	27	0	0	0	6	0	0	0	0	0	0	0	0	0	27
MLH1	YMR167W	YMR167W	protein_coding	0	5	14	72	0	0	0	0	33	0	0	0	14	0	0	0	0	0	0	0	0	5	39
MLH2	YLR035C	YLR035C	protein_coding	0	3	7	22	0	0	0	0	19	0	0	0	7	0	0	0	0	0	0	0	0	3	3
MLH3	YPL164C	YPL164C	protein_coding	0	5	5	89	0	0	0	0	45	0	0	0	5	0	0	0	0	0	0	0	0	5	44
MLP1	YKR095W	YKR095W	protein_coding	2	19	22	99	0	0	0	0	44	1	0	0	22	0	0	0	0	0	1	0	0	19	55
MLP2	YIL149C	YIL149C	protein_coding	0	21	18	89	0	0	0	0	32	0	0	0	18	0	0	0	0	0	0	0	0	21	57
MLS1	YNL117W	YNL117W	protein_coding	0	6	5	106	0	0	0	0	49	0	0	0	5	0	0	0	0	0	0	0	0	6	57
MMF1	YIL051C	YIL051C	protein_coding	0	2	3	103	0	0	0	0	59	0	0	0	3	0	0	0	0	0	0	0	0	2	44
MMM1	YLL006W	YLL006W	protein_coding	0	2	4	38	0	0	0	0	15	0	0	0	4	0	0	0	0	0	0	0	0	2	23
MMP1	YLL061W	YLL061W	protein_coding	0	11	11	124	0	0	0	0	105	0	0	0	11	0	0	0	0	0	0	0	0	11	19
MMR1	YLR190W	YLR190W	protein_coding	0	1	3	63	0	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	0	1	37
MMS1	YPR164W	YPR164W	protein_coding	0	4	16	46	0	0	0	0	23	0	0	0	16	0	0	0	0	0	0	0	0	4	23
MMS2	YGL087C	YGL087C	protein_coding	0	0	2	46	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	0	20
MMS21	YEL019C	YEL019C	protein_coding	0	0	2	65	0	0	0	0	46	0	0	0	2	0	0	0	0	0	0	0	0	0	19
MMS22	YLR320W	YLR320W	protein_coding	0	10	11	58	0	0	0	0	28	0	0	0	11	0	0	0	0	0	0	0	0	10	30
MMS4	YBR098W	YBR098W	protein_coding	0	5	6	57	0	0	0	0	32	0	0	0	6	0	0	0	0	0	0	0	0	5	25
MMT1	YMR177W	YMR177W	protein_coding	0	2	2	27	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	2	10
MMT2	YPL224C	YPL224C	protein_coding	0	8	9	85	0	0	0	0	49	0	0	0	9	0	0	0	0	0	0	0	0	8	36
MND1	YGL183C	YGL183C	protein_coding	0	1	1	40	0	0	0	0	16	0	0	1	1	0	0	0	0	0	0	0	0	1	23
MND2	YIR025W	YIR025W	protein_coding	0	9	5	92	0	0	1	0	47	0	0	0	4	0	0	0	0	0	0	0	0	9	45
MNE1	YOR350C	YOR350C	protein_coding	0	3	7	45	0	0	0	0	19	0	0	0	7	0	0	0	0	0	0	0	0	3	26
MNL1	YHR204W	YHR204W	protein_coding	0	3	8	44	0	0	0	0	20	0	0	0	8	0	0	0	0	0	0	0	0	3	24
MNL2	YLR057W	YLR057W	protein_coding	1	10	16	112	0	0	0	0	58	0	0	0	16	0	0	0	0	0	1	0	0	10	54
MNN1	YER001W	YER001W	protein_coding	0	1	6	37	0	0	0	0	26	0	0	0	6	0	0	0	0	0	0	0	0	1	11
MNN10	YDR245W	YDR245W	protein_coding	0	3	3	53	0	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	0	3	28
MNN11	YJL183W	YJL183W	protein_coding	0	8	2	133	0	0	0	0	67	0	0	0	2	0	0	0	0	0	0	0	0	8	66
MNN2	YBR015C	YBR015C	protein_coding	0	4	8	45	0	0	0	0	24	0	0	0	8	0	0	0	0	0	0	0	0	4	21
MNN4	YKL201C	YKL201C	protein_coding	0	11	11	61	0	0	0	0	35	0	0	0	11	0	0	0	0	0	0	0	0	11	26
MNN5	YJL186W	YJL186W	protein_coding	0	14	7	118	0	0	0	0	63	0	0	0	7	0	0	0	0	0	0	0	0	14	55
MNN9	YPL050C	YPL050C	protein_coding	0	1	4	74	0	0	0	0	24	0	0	0	4	0	0	0	0	0	0	0	0	1	50
MNP1	YGL068W	YGL068W	protein_coding	0	1	1	73	0	0	0	0	37	0	0	0	1	0	0	0	0	0	0	0	0	1	36
MNR2	YKL064W	YKL064W	protein_coding	0	2	9	101	0	0	0	0	22	0	0	0	9	0	0	0	0	0	0	0	0	2	79
MNS1	YJR131W	YJR131W	protein_coding	0	2	6	57	0	0	0	0	25	0	0	0	6	0	0	0	0	0	0	0	0	2	32
MNT2	YGL257C	YGL257C	protein_coding	1	22	15	202	0	0	0	0	106	0	0	0	15	0	0	0	0	0	1	0	0	22	96
MNT3	YIL014W	YIL014W	protein_coding	0	8	5	62	0	0	0	0	39	0	0	0	5	0	0	0	0	0	0	0	0	8	23
MNT4	YNR059W	YNR059W	protein_coding	0	1	9	41	0	0	0	0	11	0	0	0	9	0	0	0	0	0	0	0	0	1	30
MOB1	YIL106W	YIL106W	protein_coding	0	2	3	40	0	0	1	0	19	0	0	0	2	0	0	0	0	0	0	0	0	2	21
MOB2	YFL034C-B	YFL034C-B	protein_coding	0	1	3	63	0	0	0	0	37	0	0	2	3	0	0	0	0	0	0	0	0	1	24
MOD5	YOR274W	YOR274W	protein_coding	0	5	5	93	0	0	0	0	44	0	0	0	5	0	0	0	0	0	0	0	0	5	49
MOG1	YJR074W	YJR074W	protein_coding	0	5	7	84	0	0	0	0	36	0	0	0	7	0	0	0	0	0	0	0	0	5	48
MOH1	YBL049W	YBL049W	protein_coding	0	1	2	83	0	0	0	0	33	0	0	0	2	0	0	0	0	0	0	0	0	1	50
MON1	YGL124C	YGL124C	protein_coding	1	6	9	44	0	0	0	0	29	0	0	0	9	0	0	0	0	0	1	0	0	6	15
MON2	YNL297C	YNL297C	protein_coding	1	3	11	42	0	0	0	0	19	1	0	0	11	0	0	0	0	0	0	0	0	3	23
MOT1	YPL082C	YPL082C	protein_coding	0	6	11	55	0	0	0	0	28	0	0	0	11	0	0	0	0	0	0	0	0	6	27
MOT2	YER068W	YER068W	protein_coding	0	2	13	40	0	0	0	0	12	0	0	0	13	0	0	0	0	0	0	0	0	2	28
MOT3	YMR070W	YMR070W	protein_coding	0	3	9	48	0	0	0	0	18	0	0	0	9	0	0	0	0	0	0	0	0	3	30
MPA43	YNL249C	YNL249C	protein_coding	0	4	5	32	0	0	0	0	14	0	0	0	5	0	0	0	0	0	0	0	0	4	18
MPC1	YGL080W	YGL080W	protein_coding	0	2	1	62	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	2	41
MPC2	YHR162W	YHR162W	protein_coding	0	0	2	77	0	0	0	0	47	0	0	0	2	0	0	0	0	0	0	0	0	0	30
MPC3	YGR243W	YGR243W	protein_coding	0	0	1	58	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	0	38
MPC54	YOR177C	YOR177C	protein_coding	0	0	0	47	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	26
MPD1	YOR288C	YOR288C	protein_coding	0	4	3	76	0	0	0	0	47	0	0	0	3	0	0	0	0	0	0	0	0	4	29
MPD2	YOL088C	YOL088C	protein_coding	0	3	5	113	0	0	0	0	58	0	0	0	5	0	0	0	0	0	0	0	0	3	55
MPE1	YKL059C	YKL059C	protein_coding	0	4	10	47	0	0	0	0	23	0	0	0	10	0	0	0	0	0	0	0	0	4	24
MPH1	YIR002C	YIR002C	protein_coding	1	2	4	34	0	0	0	0	12	1	0	0	4	0	0	0	0	0	0	0	0	2	22
MPH2	YDL247W	YDL247W	protein_coding	0	0	0	21	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	15
MPH3	YJR160C	YJR160C	protein_coding	0	0	1	18	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	16
MPM1	YJL066C	YJL066C	protein_coding	0	2	2	48	0	0	0	0	22	0	0	0	2	0	0	0	0	0	0	0	0	2	26
MPO1	YGL010W	YGL010W	protein_coding	0	2	1	72	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	2	43
MPP10	YJR002W	YJR002W	protein_coding	0	1	9	67	0	0	0	0	26	0	0	0	9	0	0	0	0	0	0	0	0	1	41
MPP6	YNR024W	YNR024W	protein_coding	0	1	1	63	0	0	0	0	45	0	0	0	1	0	0	0	0	0	0	0	0	1	18
MPS1	YDL028C	YDL028C	protein_coding	0	2	4	45	0	0	0	0	23	0	0	0	4	0	0	0	0	0	0	0	0	2	22
MPS2	YGL075C	YGL075C	protein_coding	0	2	4	61	0	0	0	0	22	0	0	0	4	0	0	0	0	0	0	0	0	2	39
MPS3	YJL019W	YJL019W	protein_coding	0	6	3	90	0	0	0	0	45	0	0	0	3	0	0	0	0	0	0	0	0	6	45
MPT5	YGL178W	YGL178W	protein_coding	0	11	10	88	0	0	0	0	43	0	0	5	10	0	0	0	0	0	0	0	0	11	40
MRC1	YCL061C	YCL061C	protein_coding	1	4	5	46	0	0	0	0	26	0	0	0	5	0	0	0	0	0	1	0	0	4	20
MRD1	YPR112C	YPR112C	protein_coding	0	4	12	61	0	0	0	0	32	0	0	0	12	0	0	0	0	0	0	0	0	4	29
MRE11	YMR224C	YMR224C	protein_coding	0	3	9	65	0	0	0	0	40	0	0	0	9	0	0	0	0	0	0	0	0	3	25
MRF1	YGL143C	YGL143C	protein_coding	0	2	5	41	0	0	0	0	25	0	0	0	5	0	0	0	0	0	0	0	0	2	16
MRH1	YDR033W	YDR033W	protein_coding	0	1	1	40	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	1	24
MRH4	YGL064C	YGL064C	protein_coding	0	1	9	57	0	0	0	0	33	0	0	0	9	0	0	0	0	0	0	0	0	1	24
MRI1	YPR118W	YPR118W	protein_coding	0	3	8	23	0	0	0	0	10	0	0	0	8	0	0	0	0	0	0	0	0	3	13
MRK1	YDL079C	YDL079C	protein_coding	0	3	3	74	0	0	0	0	49	0	0	2	3	0	0	0	0	0	0	0	0	3	23
MRL1	YPR079W	YPR079W	protein_coding	0	3	4	55	0	0	0	0	21	0	0	0	4	0	0	0	0	0	0	0	0	3	34
MRM1	YOR201C	YOR201C	protein_coding	0	4	4	83	0	0	0	0	44	0	0	0	4	0	0	0	0	0	0	0	0	4	39
MRM2	YGL136C	YGL136C	protein_coding	0	1	3	40	0	0	0	0	17	0	0	0	3	0	0	0	0	0	0	0	0	1	23
MRN1	YPL184C	YPL184C	protein_coding	1	2	2	43	0	0	0	0	21	0	0	0	2	0	0	0	0	0	1	0	0	2	22
MRP1	YDR347W	YDR347W	protein_coding	1	0	3	65	0	0	0	0	40	0	0	0	3	0	0	0	0	0	1	0	0	0	25
MRP10	YDL045W-A	YDL045W-A	protein_coding	0	1	0	89	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	68
MRP13	YGR084C	YGR084C	protein_coding	0	3	3	54	0	0	0	0	27	0	0	0	3	0	0	0	0	0	0	0	0	3	27
MRP17	YKL003C	YKL003C	protein_coding	0	0	0	46	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	15
MRP2	YPR166C	YPR166C	protein_coding	0	0	1	45	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	0	17
MRP20	YDR405W	YDR405W	protein_coding	0	1	1	77	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	1	50
MRP21	YBL090W	YBL090W	protein_coding	0	0	1	42	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	25
MRP4	YHL004W	YHL004W	protein_coding	0	2	5	96	0	0	0	0	48	0	0	0	5	0	0	0	0	0	0	0	0	2	48
MRP49	YKL167C	YKL167C	protein_coding	0	1	2	104	0	0	0	0	56	0	0	0	2	0	0	0	0	0	0	0	0	1	48
MRP51	YPL118W	YPL118W	protein_coding	0	0	3	37	0	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	0	0	11
MRP7	YNL005C	YNL005C	protein_coding	0	0	6	60	0	0	0	0	27	0	0	0	6	0	0	0	0	0	0	0	0	0	33
MRP8	YKL142W	YKL142W	protein_coding	0	2	0	105	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	2	42
MRPL1	YDR116C	YDR116C	protein_coding	0	0	0	48	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	17
MRPL10	YNL284C	YNL284C	protein_coding	0	5	1	60	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	5	49
MRPL11	YDL202W	YDL202W	protein_coding	1	4	2	128	0	0	0	0	70	1	0	0	2	0	0	0	0	0	0	0	0	4	58
MRPL13	YKR006C	YKR006C	protein_coding	1	0	0	41	0	0	0	0	24	1	0	0	0	0	0	0	0	0	0	0	0	0	17
MRPL15	YLR312W-A	YLR312W-A	protein_coding	0	6	3	116	0	0	0	0	55	0	0	0	3	0	0	0	0	0	0	0	0	6	61
MRPL16	YBL038W	YBL038W	protein_coding	0	7	2	95	0	0	0	0	46	0	0	0	2	0	0	0	0	0	0	0	0	7	49
MRPL17	YNL252C	YNL252C	protein_coding	0	3	1	47	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	3	22
MRPL19	YNL185C	YNL185C	protein_coding	0	1	0	45	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1	27
MRPL20	YKR085C	YKR085C	protein_coding	0	3	1	84	0	0	0	0	45	0	0	0	1	0	0	0	0	0	0	0	0	3	39
MRPL22	YNL177C	YNL177C	protein_coding	0	3	7	56	0	0	0	0	26	0	0	0	7	0	0	0	0	0	0	0	0	3	30
MRPL23	YOR150W	YOR150W	protein_coding	0	0	1	109	0	0	0	0	46	0	0	0	1	0	0	0	0	0	0	0	0	0	63
MRPL24	YMR193W	YMR193W	protein_coding	0	3	1	68	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	0	3	36
MRPL25	YGR076C	YGR076C	protein_coding	0	0	5	65	0	0	0	0	30	0	0	0	5	0	0	0	0	0	0	0	0	0	35
MRPL27	YBR282W	YBR282W	protein_coding	0	2	0	70	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	2	31
MRPL28	YDR462W	YDR462W	protein_coding	0	0	3	50	0	0	0	0	28	0	0	0	3	0	0	0	0	0	0	0	0	0	22
MRPL3	YMR024W	YMR024W	protein_coding	0	1	9	38	0	0	0	0	15	0	0	0	9	0	0	0	0	0	0	0	0	1	23
MRPL31	YKL138C	YKL138C	protein_coding	0	1	0	80	0	0	0	0	45	0	0	0	0	0	0	0	1	0	0	0	1	0	35
MRPL32	YCR003W	YCR003W	protein_coding	1	0	1	35	0	0	0	0	24	1	0	0	1	0	0	0	0	0	0	0	0	0	11
MRPL33	YMR286W	YMR286W	protein_coding	0	0	1	61	0	0	0	0	41	0	0	0	1	0	0	0	0	0	0	0	0	0	20
MRPL35	YDR322W	YDR322W	protein_coding	0	1	3	66	0	0	0	0	27	0	0	0	3	0	0	0	0	0	0	0	0	1	39
MRPL36	YBR122C	YBR122C	protein_coding	1	2	1	91	0	0	0	0	43	1	0	0	1	0	0	0	0	0	0	0	0	2	48
MRPL37	YBR268W	YBR268W	protein_coding	0	1	3	69	0	0	0	0	37	0	0	0	3	0	0	0	0	0	0	0	0	1	32
MRPL38	YKL170W	YKL170W	protein_coding	0	2	1	100	0	0	0	0	52	0	0	0	1	0	0	0	0	0	0	0	0	2	48
MRPL39	YML009C	YML009C	protein_coding	0	0	1	82	0	0	0	0	37	0	0	0	1	0	0	0	0	0	0	0	0	0	45
MRPL4	YLR439W	YLR439W	protein_coding	0	3	2	87	0	0	0	0	48	0	0	0	2	0	0	0	0	0	0	0	0	3	39
MRPL40	YPL173W	YPL173W	protein_coding	0	1	3	75	0	0	0	0	47	0	0	0	3	0	0	0	0	0	0	0	0	1	28
MRPL44	YMR225C	YMR225C	protein_coding	0	0	0	64	0	0	0	0	40	0	0	1	0	0	0	0	0	0	0	0	0	0	23
MRPL49	YJL096W	YJL096W	protein_coding	0	0	0	36	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	15
MRPL50	YNR022C	YNR022C	protein_coding	0	2	0	54	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	2	28
MRPL51	YPR100W	YPR100W	protein_coding	0	2	0	42	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	2	21
MRPL6	YHR147C	YHR147C	protein_coding	0	2	1	81	0	0	0	0	43	0	0	0	1	0	0	0	0	0	0	0	0	2	38
MRPL7	YDR237W	YDR237W	protein_coding	0	2	3	59	0	0	0	0	31	0	0	0	3	0	0	0	0	0	0	0	0	2	28
MRPL8	YJL063C	YJL063C	protein_coding	0	1	4	53	0	0	0	0	28	0	0	0	4	0	0	0	0	0	0	0	0	1	25
MRPL9	YGR220C	YGR220C	protein_coding	0	3	1	71	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	3	44
MRPS12	YNR036C	YNR036C	protein_coding	0	4	0	98	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	4	51
MRPS16	YPL013C	YPL013C	protein_coding	0	0	3	61	0	0	0	0	30	0	0	0	3	0	0	0	0	0	0	0	0	0	31
MRPS17	YMR188C	YMR188C	protein_coding	0	1	1	66	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	1	38
MRPS18	YNL306W	YNL306W	protein_coding	0	0	5	47	0	0	0	0	29	0	0	0	5	0	0	0	0	0	0	0	0	0	18
MRPS28	YDR337W	YDR337W	protein_coding	0	0	1	55	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	0	0	21
MRPS35	YGR165W	YGR165W	protein_coding	0	2	7	51	0	0	0	0	30	0	0	0	7	0	0	0	0	0	0	0	0	2	21
MRPS5	YBR251W	YBR251W	protein_coding	0	5	3	63	0	0	0	0	27	0	0	0	3	0	0	0	0	0	0	0	0	5	36
MRPS8	YMR158W	YMR158W	protein_coding	0	3	0	93	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	3	42
MRPS9	YBR146W	YBR146W	protein_coding	0	8	2	130	0	0	0	0	65	0	0	0	2	0	0	0	0	0	0	0	0	8	65
MRS1	YIR021W	YIR021W	protein_coding	0	6	13	155	0	0	0	0	50	0	0	0	13	0	0	0	0	0	0	0	0	6	105
MRS2	YOR334W	YOR334W	protein_coding	0	4	6	41	0	0	0	0	18	0	0	0	6	0	0	0	0	0	0	0	0	4	23
MRS3	YJL133W	YJL133W	protein_coding	0	6	2	84	0	0	0	0	48	0	0	0	2	0	0	0	0	0	0	0	0	6	36
MRS4	YKR052C	YKR052C	protein_coding	0	4	4	98	0	0	0	0	63	0	0	0	4	0	0	0	0	0	0	0	0	4	35
MRS6	YOR370C	YOR370C	protein_coding	0	2	9	53	0	0	0	0	16	0	0	0	9	0	0	0	0	0	0	0	0	2	37
MRT4	YKL009W	YKL009W	protein_coding	0	0	2	81	0	0	0	0	48	0	0	0	2	0	0	0	0	0	0	0	0	0	33
MSA1	YOR066W	YOR066W	protein_coding	0	11	11	72	0	0	0	0	41	0	0	0	11	0	0	0	0	0	0	0	0	11	31
MSA2	YKR077W	YKR077W	protein_coding	0	0	2	77	0	0	0	0	42	0	0	0	2	0	0	0	0	0	0	0	0	0	35
MSB1	YOR188W	YOR188W	protein_coding	0	6	11	75	0	0	0	0	29	0	0	0	11	0	0	0	0	0	0	0	0	6	46
MSB2	YGR014W	YGR014W	protein_coding	1	9	18	70	0	0	0	0	39	0	0	0	18	0	0	0	0	0	1	0	0	9	31
MSB3	YNL293W	YNL293W	protein_coding	0	2	2	51	0	0	0	0	25	0	0	0	2	0	0	0	0	0	0	0	0	2	26
MSB4	YOL112W	YOL112W	protein_coding	0	7	6	96	0	0	0	0	49	0	0	0	6	0	0	0	0	0	0	0	0	7	47
MSC1	YML128C	YML128C	protein_coding	0	1	12	56	0	0	0	0	29	0	0	0	12	0	0	0	0	0	0	0	0	1	27
MSC2	YDR205W	YDR205W	protein_coding	1	4	13	38	0	0	0	0	20	0	0	0	13	0	0	0	0	0	1	0	0	4	18
MSC3	YLR219W	YLR219W	protein_coding	1	6	11	74	0	0	0	0	32	0	0	0	11	0	0	0	0	0	1	0	0	6	42
MSC6	YOR354C	YOR354C	protein_coding	0	2	6	44	0	0	0	0	25	0	0	0	6	0	0	0	0	0	0	0	0	2	19
MSC7	YHR039C	YHR039C	protein_coding	0	9	6	115	0	0	0	0	52	0	0	0	6	0	0	0	0	0	0	0	0	9	63
MSD1	YPL104W	YPL104W	protein_coding	2	4	7	69	0	0	0	0	45	1	0	0	7	0	0	0	0	0	1	0	0	4	24
MSE1	YOL033W	YOL033W	protein_coding	0	2	3	47	0	0	0	0	33	0	0	0	3	0	0	0	0	0	0	0	0	2	14
